source_id,target_id,travel_time
0,0,0.0
0,1,157.09222340726564
0,2,423.1768106501255
0,3,345.98614788880093
0,4,581.3852284233642
0,5,486.3485988211911
0,6,520.4473223303241
0,7,1035.2637621023653
0,8,250.30297198320213
0,9,389.5066386558155
0,10,486.8876393078296
0,11,1190.2755956761337
0,12,876.3859230771305
0,13,79.03258789418503
0,14,193.33246531735963
0,15,17.79813503191965
0,16,324.1450655762263
0,17,535.8138913701506
0,18,1181.488204390645
0,19,1322.7141875969949
0,20,71.22640138564904
0,21,1002.6442705178154
0,22,113.07487490980282
0,23,172.08411206376144
0,24,152.47096094986364
0,25,148.6941765613267
0,26,220.89096150741057
0,27,178.91779539180862
0,28,172.08411206376144
0,29,100000.0
0,30,142.5235681059725
0,31,191.25248561936533
0,32,209.4273419666169
0,33,217.7887516934058
0,34,161.90762220303003
0,35,178.43112382813092
0,36,209.4273419666169
0,37,136.02697686518133
0,38,81.94283016666284
0,39,145.5410908377065
0,40,177.80195793550774
0,41,32.101782847792585
0,42,160.44149095766986
0,43,46.81433528989844
0,44,49.86859314044568
0,45,167.515758368889
0,46,139.36723408147773
0,47,172.41730305738614
0,48,28.249018073462842
0,49,91.13822230542145
0,50,93.35620187706235
0,51,86.12563873158302
0,52,45.94679629317767
0,53,100000.0
0,54,208.31261568771038
0,55,226.7769322798412
0,56,393.92005473973217
0,57,231.41617335186353
0,58,215.14404832885688
0,59,229.13916060257114
0,60,102.46361584863342
0,61,231.41617335186353
0,62,58.85549938638129
0,63,115.65632663993037
0,64,168.83699612394534
0,65,84.29149574891673
0,66,180.1626278687956
0,67,37.89934098585887
0,68,70.0227818690487
0,69,58.754954894573686
0,70,109.12808111593041
0,71,157.09222340726564
0,72,100000.0
0,73,96.19633209789382
0,74,165.01276751629572
0,75,100000.0
0,76,197.4380874739967
0,77,48.4331893392924
0,78,50.9329236215592
0,79,119.80275544955286
0,80,58.85549938638129
0,81,50.76104112914868
0,82,236.59527332728976
0,83,161.17230688022653
0,84,214.58923829448526
0,85,202.11251278402918
0,86,164.2950023464989
0,87,165.62480961756978
0,88,179.0401290181603
0,89,227.30838995898145
0,90,179.70923283219676
0,91,179.0401290181603
0,92,287.8296229889233
0,93,295.38273081045327
0,94,155.26712056058233
0,95,214.58923829448526
0,96,277.8221367788669
0,97,163.019038172855
0,98,179.0401290181603
0,99,356.21348284911596
0,100,205.16670937272542
0,101,219.4363056965027
0,102,387.36205685131006
0,103,165.62480961756978
0,104,257.51128319952153
0,105,179.0401290181603
0,106,192.96185146602167
0,107,345.54102352924804
0,108,102.58803946629492
0,109,160.7450260374787
0,110,284.3329567891518
0,111,342.5718716016415
0,112,482.2598277155091
0,113,320.7628373286708
0,114,321.9684272130113
0,115,317.863037570392
0,116,440.2954712540643
0,117,468.66821404438093
0,118,512.4344642556903
0,119,261.41733912152404
0,120,281.0483336078851
0,121,239.57116515882126
0,122,407.0818881064721
0,123,339.8273549964228
0,124,361.49383836590385
0,125,303.4962240502584
0,126,419.6144982040067
0,127,423.7546773181605
0,128,414.5394459345384
0,129,389.48221377530876
0,130,411.3167656971498
0,131,453.1021254819175
0,132,374.9833558831942
0,133,302.485491997086
0,134,270.4916105754723
0,135,641.9377952601559
0,136,582.4753936921963
0,137,556.5369110131081
0,138,664.4839532465775
0,139,560.3221153208204
0,140,614.4371309644932
0,141,100000.0
0,142,469.2146631218155
0,143,396.31770008795195
0,144,432.9980529267026
0,145,389.5066386558155
0,146,402.15405902467853
0,147,380.6916439040908
0,148,459.35331215965016
0,149,469.64746405726936
0,150,495.93257729785796
0,151,467.9477443469108
0,152,425.98683219277535
0,153,442.3418866828533
0,154,387.28557115427554
0,155,430.96481516998983
0,156,499.055352338182
0,157,299.59384193723736
0,158,327.9607842019726
0,159,378.25881433456794
0,160,531.486224511979
0,161,433.6974795849537
0,162,463.0858041151233
0,163,363.34371546641887
0,164,302.4382774892075
0,165,399.5915764618527
0,166,327.9607842019726
0,167,381.383241138854
0,168,403.14173090859504
0,169,241.4287245366725
0,170,223.25049046392613
0,171,331.2347944954677
0,172,346.1277369829146
0,173,346.1277369829146
0,174,280.3030790980955
0,175,217.4190432459322
0,176,375.0648571080357
0,177,280.3030790980955
0,178,531.486224511979
0,179,254.6503142013875
0,180,269.22407384000024
0,181,264.96956008728034
0,182,316.7398570068698
0,183,385.8980866558225
0,184,385.8980866558225
0,185,339.8930380953114
0,186,725.0683712210014
0,187,792.8564264101445
0,188,660.3425121109271
0,189,832.7139827872562
0,190,806.878725821429
0,191,572.4289794575744
0,192,628.0202610442113
0,193,460.35528459317624
0,194,458.875543829876
0,195,475.98517676960125
0,196,511.98688952559553
0,197,426.26935183634794
0,198,428.1312085350371
0,199,647.7312979257542
0,200,692.4254360959737
0,201,486.3485988211911
0,202,732.9437869965819
0,203,1012.8502965648696
0,204,921.8052485359684
0,205,901.4617360072133
0,206,777.0495072180546
0,207,898.0494150061456
0,208,875.109827988139
0,209,409.1848975433612
0,210,640.3480233708809
0,211,614.3024479667953
0,212,418.3476899181953
0,213,507.4518776190353
0,214,446.34406661823465
0,215,427.2097633813221
0,216,599.0486397344761
0,217,390.8524466342708
0,218,536.7604944124422
0,219,439.86066180583936
0,220,498.67079963353524
0,221,550.3021671885484
0,222,479.38162637113624
0,223,761.2172844618974
0,224,708.1355088828855
0,225,1090.1442861116896
0,226,816.3967326775708
0,227,368.07663942720416
0,228,637.0106419483349
0,229,426.58072438315094
0,230,481.9348195060423
0,231,495.64991418592047
0,232,1352.234387527849
0,233,1288.134670268601
0,234,1329.351097186501
0,235,1363.8937583076315
0,236,1348.4069827809692
0,237,1289.48517312409
0,238,1366.2991603302253
0,239,1342.7459364153074
0,240,1318.6224662766683
